Код;Артикул;Артикул1;Артикул2;Номенклатура;Артикул производителя;Группа доступа;Производитель
001698758;CREATEK-CK6258;CREATEK;CK6258;Трещетка тормозная автомотическая;CK6258;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698759;CREATEK-CK6259;CREATEK;CK6259;Трещетка тормозная автомотическая;CK6259;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698760;CREATEK-CK6260;CREATEK;CK6260;Трещетка тормозная автомотическая;CK6260;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698761;CREATEK-CK6261;CREATEK;CK6261;Трещетка тормозная автомотическая;CK6261;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698762;CREATEK-CK6262;CREATEK;CK6262;Трещетка тормозная автомотическая;CK6262;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698763;CREATEK-CK6263;CREATEK;CK6263;Трещетка тормозная автомотическая;CK6263;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698764;CREATEK-CK6264;CREATEK;CK6264;Трещетка тормозная автомотическая;CK6264;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698765;CREATEK-CK6265;CREATEK;CK6265;Трещетка тормозная автомотическая;CK6265;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698766;CREATEK-CK6266;CREATEK;CK6266;Трещетка тормозная автомотическая;CK6266;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698767;CREATEK-CK6378;CREATEK;CK6378;Фильтр влагоотделителя;CK6378;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698768;CREATEK-CK6472;CREATEK;CK6472;Фильтр рулевой;CK6472;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698769;CREATEK-CK6689;CREATEK;CK6689;Наконечник тяги;CK6689;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698770;CREATEK-CK6690;CREATEK;CK6690;Наконечник тяги;CK6690;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698771;CREATEK-CK6691;CREATEK;CK6691;Наконечник тяги;CK6691;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698772;CREATEK-CK6694;CREATEK;CK6694;Наконечник тяги;CK6694;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698773;CREATEK-CK6695;CREATEK;CK6695;Наконечник тяги;CK6695;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698774;CREATEK-CK6696;CREATEK;CK6696;Наконечник тяги;CK6696;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698775;CREATEK-CK6697;CREATEK;CK6697;Наконечник тяги;CK6697;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698776;CREATEK-CK6734;CREATEK;CK6734;Втулка стабилизатора;CK6734;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698777;CREATEK-CK6760;CREATEK;CK6760;Наконечник тяги;CK6760;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698778;CREATEK-CK6837;CREATEK;CK6837;Амортизатор;CK6837;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698779;CREATEK-CK6838;CREATEK;CK6838;Амортизатор;CK6838;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698780;CREATEK-CK6841;CREATEK;CK6841;Подшипник;CK6841;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698781;CREATEK-CK6929;CREATEK;CK6929;Подшипник;CK6929;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698782;CREATEK-CK6930;CREATEK;CK6930;Подшипник;CK6930;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698783;CREATEK-CK7449;CREATEK;CK7449;Датчики давления масла;CK7449;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698784;CREATEK-CK8050;CREATEK;CK8050;Наконечник тяги;CK8050;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698785;CREATEK-CK8051;CREATEK;CK8051;Наконечник тяги;CK8051;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698786;CREATEK-CK8052;CREATEK;CK8052;Наконечник тяги;CK8052;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698787;CREATEK-CK8053;CREATEK;CK8053;Наконечник тяги;CK8053;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698788;CREATEK-CK8056;CREATEK;CK8056;Сайлентблок для тяги реактивной;CK8056;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698789;CREATEK-CK8059;CREATEK;CK8059;Сайлентблок для тяги реактивной;CK8059;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698790;CREATEK-CK8060;CREATEK;CK8060;Тяга V-образная;CK8060;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698791;CREATEK-CK8060A;CREATEK;CK8060A;Тяга V-образная;CK8060A;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698792;CREATEK-CK8061;CREATEK;CK8061;Реактивная тяга;CK8061;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698793;CREATEK-CK8061A;CREATEK;CK8061A;Реактивная тяга;CK8061A;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698794;CREATEK-CK8062;CREATEK;CK8062;Реактивная тяга;CK8062;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698795;CREATEK-CK8062A;CREATEK;CK8062A;Реактивная тяга;CK8062A;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698796;CREATEK-CK8074;CREATEK;CK8074;Трещетка;CK8074;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698797;CREATEK-CK8075;CREATEK;CK8075;Трещетка;CK8075;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698798;CREATEK-CK8076;CREATEK;CK8076;Трещетка;CK8076;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698799;CREATEK-CK8100A;CREATEK;CK8100A;Накладка тормозная передняя;CK8100A;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698800;CREATEK-CK8101;CREATEK;CK8101;Накладка тормозная передняя;CK8101;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698801;CREATEK-CK8101A;CREATEK;CK8101A;Накладка тормозная передняя;CK8101A;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698802;CREATEK-CK8102;CREATEK;CK8102;Накладка тормозная задняя;CK8102;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698803;CREATEK-CK8102C;CREATEK;CK8102C;Накладка тормозная задняя;CK8102C;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698804;CREATEK-CK8103;CREATEK;CK8103;Накладка тормозная задняя;CK8103;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001698805;CREATEK-CK8104C;CREATEK;CK8104C;Накладка тормозная задняя;CK8104C;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
